@AK47pfl"
65|7147|2020-06-29|"12:42: ПАО РОСБАНК Решения общих собраний участников (акционеров)
Контекст:
1. Дивиденды за 2019 год не выплачивать.

#id2427 #micex(+) #ROSB #дивиденды(+)"
66|7146|2020-06-29|"Транснефть #TRNFP
Снижение тарифов на транспортировку нефти до уровня 2008 г. может привести к падению выручки «Транснефти» на 40% и дефициту средств на 2020 г. в размере ₽130 млрд., на 2021 г. — ₽227 млрд. и ₽304 млрд. на 2022 г., рассказал первый вице-президент компании Максим Гришанин. Ранее с просьбой о снижении тарифов к правительству обратился глава «Роснефти» Игорь Сечин. Окончательных решений на этот счёт пока не принято.

Источник: kommersant.ru"
67|7145|2020-06-29|"⚡️🔥⚠️#AMEZ #дивиденды 
АШИНСКИЙ МЕТЗАВОД - ДИВИДЕНДЫ ЗА 2019Г НЕ ВЫПЛАЧИВАТЬ - СД"
68|7144|2020-06-29|⚡️АКЦИИ «ЦЕНТРАЛЬНОГО ТЕЛЕГРАФА» ВЗЛЕТЕЛИ В НАЧАЛЕ ТОРГОВ НА «МОСБИРЖЕ» НА 40% НА НОВОСТЯХ О ДИВИДЕНДАХ
69|7143|2020-06-29|"09:40: ПАО АНК ""Башнефть"" Решения общих собраний участников (акционеров)
Контекст:
1. - на выплату дивидендов по акциям Общества – 19 150 775 552,81 рублей (Девятнадцать миллиардов сто пятьдесят миллионов семьсот семьдесят пять тысяч пятьсот пятьдесят два рубля восемьдесят одна копейка), в том числе 15 939 329 979,09 рублей (Пятнадцать миллиардов девятьсот тридцать девять миллионов триста двадцать девять тысяч девятьсот семьдесят девять рублей девять копеек) по обыкновенным акциям и 3 211 445 573,72 рублей (Три миллиарда двести одиннадцать миллионов четыреста сорок пять тысяч пятьсот семьдесят три рубля семьдесят две копейки) по привилегированным акциям типа «А». 
2. 3.2. Выплатить дивиденды в денежной форме из чистой прибыли Общества по результатам 2019 года в размере: 
3. - 15 939 329 979,09 рублей (Пятнадцать миллиардов девятьсот тридцать девять миллионов триста двадцать девять тысяч девятьсот семьдесят девять рублей девять копеек) по обыкновенным акциям Общества, что составляет 107,81 рублей (Сто семь рублей восемьдесят одна копейка) на 1 размещенную обыкновенную акцию; 
4. - 3 211 445 573,72 рублей (Три миллиарда двести одиннадцать миллионов четыреста сорок пять тысяч пятьсот семьдесят три рубля семьдесят две копейки) по привилегированным акциям типа «А» Общества, что составляет 107,81 рублей (Сто семь рублей восемьдесят одна копейка) на 1 размещенную привилегированную акцию типа «А», 

#BANE #BANEP #id1976 #micex(+) #дивиденды(+)"
70|7142|2020-06-29|"⚠️  ТАСС: ОТТОКА ВКЛАДОВ ИЗ-ЗА ПАНДЕМИИ НЕ БЫЛО, НО БЫЛ ВРЕМЕННЫЙ ДЕФИЦИТ ВАЛЮТЫ ИЗ-ЗА ПРОБЛЕМ С ЕЕ ДОСТАВКОЙ В РФ - ГРЕФ
 
ТАСС: РОССИЙСКАЯ ЭКОНОМИКА ПРОХОДИТ ТЕКУЩИЙ КРИЗИС ЛУЧШЕ ПРОГНОЗОВ, ПЕРЕХОД К ПЛАВАЮЩЕМУ КУРСУ БЫЛ ВЕРНЫМ РЕШЕНИЕМ - ГРЕФ
 
‼️ТАСС: СБЕРБАНК ПЛАНИРУЕТ ЗАПЛАТИТЬ В 2020 ГОДУ ХОРОШИЕ ДИВИДЕНДЫ, РЕШЕНИЕ БУДЕТ ПРИНЯТО В СЕНТЯБРЕ - ГРЕФ
 

ТАСС: СБЕРБАНК ИЗ-ЗА ПАНДЕМИИ НЕ ДОСТИГНЕТ В 2020 ГОДУ ЦЕЛИ ПО ПРИБЫЛИ В 1 ТРЛН РУБЛЕЙ - ГРЕФ
 
ТАСС: ВВП РФ В 2020 Г. СНИЗИТСЯ НА 4,2-4,5%, ЕСЛИ НЕ БУДЕТ ВТОРОЙ ВОЛНЫ ПАНДЕМИИ - ГРЕФ

 
ТАСС: ГРЕФ ОЖИДАЕТ, ЧТО НАЦВАЛЮТА К КОНЦУ ГОДА УКРЕПИТСЯ ДО 60-62 РУБЛЕЙ ЗА ДОЛЛАР

ТАСС: ГРЕФ СРАВНИЛ СИТУАЦИЮ С КОРОНАВИРУСОМ С ДЕФОЛТОМ 1998 ГОДА
 
ТАСС: ГРЕФ ПРЕДЛОЖИЛ УСИЛИТЬ ПОДДЕРЖКУ IT-ОТРАСЛИ И ВЕНЧУРНОЙ ИНДУСТРИИ НА ФОНЕ КРИЗИСА, ВЫЗВАННОГО ПАНДЕМИЕЙ  #id3043 #micex(+) #SBER #дивиденды(+) #новости(+)"
71|7141|2020-06-29|"#TRNFP #ROSN #нефтянка #россия #интервью
«Мы потеряем более 40% всей выручки». Замглавы «Транснефти» Максим Гришанин об идее «Роснефти» снизить тарифы на прокачку

👉 ИНТЕРВЬЮ"
72|7140|2020-06-29|Коллеги,  напоминаю, что это разовый дивиденд.  Описывала ситуацию в https://zen.yandex.ru/media/id/5e9c040a5e355f55ca828215/dividendy-i-riski-post-dividendnyh-gepov-5eef2b286ac58202d78819db      #ДивидендыForever
73|7139|2020-06-29|16.06.2020 я напоминала о возможных высоких дивидендах Телеграф. Цитирую:   Ждем объявления размера дивидендов в Телеграфе )))  #ДивидендыForever
74|7137|2020-06-29|Дивиденд, который рекомендовал СД, оказался ещё больше:  11,83 рубля.  #ДивидендыForever
75|7136|2020-06-29|6 марта я делала расчет возможных дивидендов Телеграфа. Цитирую: Перевод на дивидендный: В прошлом году за 2018 год дивиденд на АО и АП Телеграфа составил 7,41 рубля. Общая сумма дивидендов была 1642 млн рублей. ЧП за 2018 год по РСБУ за 2018 г была 715 млн руб. То есть на дивиденды начислили не только всю ЧП за 2018 год, но и часть нераспределённой ЧП прошлых лет. По итогам 2019 года ЧП составляет 2153 млн рублей. Если, так же как в прошлом году. вся ЧП будет направлена на дивиденды, то даже без дополнительного использования НЧП расчетный дивиденд может быть 9,7 рубля. #ДивидендыForever
76|7135|2020-06-29|В переводе на дивидендный: Див доходность префов Телеграфа  70%
77|7134|2020-06-29|"08:16: ПАО ""Центральный телеграф"" Решения совета директоров (наблюдательного совета)
Контекст:
1. 2. направить на выплату дивидендов 2 499 729 928 (Два миллиарда четыреста девяносто девять миллионов семьсот двадцать девять тысяч девятьсот двадцать восемь) рублей 15 копеек, из них:
2. – по привилегированным акциям типа «А» ПАО «Центральный телеграф» в размере 11 (Одиннадцать) рублей 83 копейки на одну акцию;
3. – по обыкновенным акциям ПАО «Центральный телеграф» в размере 11 (Одиннадцать) рублей 83 копейки на одну акцию;
4. 2. Направить на выплату дивидендов 2 499 729 928 (Два миллиарда четыреста девяносто девять миллионов семьсот двадцать девять тысяч девятьсот двадцать восемь) рублей 15 копеек, из них:
5. – по привилегированным акциям типа «А» ПАО «Центральный телеграф» в размере 11 (Одиннадцать) рублей 83 копейки на одну акцию;
6. – по обыкновенным акциям ПАО «Центральный телеграф» в размере 11 (Одиннадцать) рублей 83 копейки на одну акцию.

#CNTL #CNTLP #id369 #micex(+) #дивиденды(+)"
78|7133|2020-06-29|"⚠️🇷🇺#вирус #россия #экономика #мнение #warning 
Никогда не сталкивался с тем, чтобы вдруг происходил стопроцентный обрыв в 11 отраслях, пострадавших от коронавируса. В них практически иссяк финансовый поток. - Греф - ТАСС"
79|7132|2020-06-29|"🇷🇺#RUB #прогноз 
Греф ожидает, что рубль к концу 2020г укрепится до уровня 60-62 рублей за доллар"
80|7131|2020-06-29|"08:13: ПАО ""АРМАДА"" Решения общих собраний участников (акционеров)
Контекст:
1. Не производить распределение прибыли Общества по итогам 2019 года, в том числе не выплачивать дивиденды по акциям Общества за 2019 год, в связи с наличием у Общества убытков за 2019 год.

#ARMD #id10114 #micex(+) #дивиденды(+)"
81|7130|2020-06-29|"Якутская топливно-энергетическая компания #YAKG
Компания «А-Проперти» готова выкупить 222 453 168 обыкновенных акций «Якутской топливо-энергетической компании» по ₽42,5 за штуку.

Источник: e-disclosure.ru"
82|7129|2020-06-29|⚠️ СБЕРБАНК НЕ ДОСТИГНЕТ В 2020 ЦЕЛИ ПО ПРИБЫЛИ В 1 ТРЛН. РУБ. - ГРЕФ  #id3043 #micex(+) #SBER #новости(+)
83|7128|2020-06-29|⚠️Как выяснил “Ъ”, столкнувшийся с финансовыми сложностями крупнейший в мире производитель титана «ВСМПО-Ависма» начал избавляться от непрофильных активов. Компания хочет продать 5,95% в «РусГидро», за которые два года назад отдала около $330 млн, сейчас рыночная стоимость пакета составляет около 19,3 млрд руб. Аналитики говорят, что за счет этой сделки «ВСМПО-Ависма» сможет компенсировать выпадающие доходы от снижения спроса на титан в связи с обрушением мирового авиастроительного рынка.  #HYDR #id1641 #id8580 #micex(+) #VSMO #новости(+)
84|7125|2020-06-28|Дивиденды по акциям, у которых отсечки по Т+2 проходят в июЛе и августе 2020. Желтый фон—— новости прошедшей недели. #дивидендыforever
85|7124|2020-06-28|Предстоящие дивиденды с котировками на 26.06.2020 #дивидендыforever
86|7123|2020-06-28|"14:57: КГК #KGKC
14:56: Решения общих собраний участников (акционеров)

В связи с действием введенного правительством российской федерации моратория на выплату дивидендов и распределение прибыли между акционерами системообразующих организаций рассмотреть вопрос о распределении чистой прибыли общества по результатам 2019 года и объявлении дивидендов по итогам 2019 года после окончания срока действия данного моратория.

@divalerts

Дивиденды в телеграм: @divnews • Источник: @divalerts"
87|7120|2020-06-28|"⚡Опубликован Приказ Минэнерго России о присвоении «Россети Северный Кавказ» статуса гарантирующего поставщика в отношении зоны деятельности «Дагестанской энергосбытовой компании»

Статус присвоен с 1 июля до его присвоения победителю соответствующего конкурса.

Решение принято в рамках реорганизации «Дагестанской энергосбытовой компании» и «Дагестанской сетевой компании» с их объединением на базе филиала «Россети Северный Кавказ» – «Дагэнерго».

❗ Мероприятия не повлекут за собой дополнительных расходов потребителей. Их цель – повышение эффективности работы электросетевого комплекса Республики. 

Положительно оценивает принятое решение и генерация. Глава набсовета ассоциации «Совет производителей энергии» Александра Панина отметила:

«Долгое время острой проблемой являлись долги гарантирующих поставщиков Северного Кавказа, которые на начало 2020 года составили 65 млрд рублей. Неплатежи увеличивались ежегодно на 7-8 млрд рублей, расчёты носили непрозрачный характер. Долг «Дагестанской энергосбытовой компании» достиг 41 млрд рублей. 

Принятое решение стало возможным благодаря готовности филиала «Россети Северный Кавказ» подхватить функции ГП. Это серьёзный шаг со стороны «Россетей». Мы рады появлению ответственного партнера в регионе. Если «Дагестанская энергосбытовая компания», уровень оплаты которой доходил до 20%, давно отвечала всем признакам банкротства, то с 1 июля функции ГП будет выполнять гораздо более надёжный покупатель. Следующим этапом ожидаем выход гарантирующих поставщиков Северного Кавказа на 100% платежей. 

Хочу поблагодарить Правительство РФ и Минэнерго России, компанию «Россети», «НП Совет рынка» и всех генераторов за слаженные действия по решению такой серьезной проблемы отрасли»."
88|7119|2020-06-28|"Государство может консолидировать крупнейший независимый энергосбыт — «ТНС энерго»

Минэнерго и «Россети» прорабатывают два варианта консолидации энергосбытовой компании «ТНС энерго» из-за ее долгов перед сетевым комплексом. Акции либо выкупят сами «Россети», либо госбанк ВТБ, который увеличит долю в «ТНС энерго» до 50%. Но если покупка акций и состоится, говорят источники, то за символический 1 рубль. По мнению аналитиков, сделка означает огосударствление крупнейшего независимого сбыта, что приведет к дальнейшей монополизации рынка.

http://www.bigpowernews.ru/markets/document93541.phtml"
89|7117|2020-06-27|"⚠️SEGEZHA GROUP ГОТОВА К ПРОВЕДЕНИЮ IPO, НО ЭТОМУ МЕШАЕТ НЕБЛАГОПРИЯТНАЯ КОНЪЮНКТУРА НА РЫНКЕ - ПРЕЗИДЕНТ АФК ""СИСТЕМА""  #AFKS #id4772 #micex(+) #новости(+)"
90|7116|2020-06-27|"⚠️АКЦИОНЕРЫ АФК ""СИСТЕМА"" УТВЕРДИЛИ ДИВИДЕНДЫ-2019 В 0,13 РУБ НА АКЦИЮ НА СУММУ 1,3 МЛРД РУБ

ГЛАВА УК ""РОСНАНО"" ЧУБАЙС ИЗБРАН В СОВЕТ ДИРЕКТОРОВ АФК ""СИСТЕМА""  #AFKS #id4772 #micex(+) #дивиденды(+) #новости(+)"
91|7115|2020-06-27|"❗️АФК ""СИСТЕМА"" ПЕРЕСМОТРИТ ПОДХОД К ДИВИДЕНДНОЙ ПОЛИТИКЕ, ПЛАНИРУЕТ УВЕЛИЧИТЬ ДИВИДЕНДЫ БОЛЕЕ ЧЕМ НА 18% - ЕВТУШЕНКОВ  #AFKS #id4772 #micex(+) #дивиденды(+) #новости(+)"
92|7114|2020-06-27|"​Причины продажи Детского мира Системой - разбирает Владимир Литвинов👍:

Всем привет, Друзья. На подготовку полного разбора АФК пришлось потратить куда больше времени, чем планировалось. Статья получается действительно большая и очень интересная. Сегодня опубликую для Вас выдержку из будущей статьи с обзором возможных причин продажи Детского мира. 

В результате нескольких SPO, эффективная доля владения АФК Системы в крупном ритейлере сократилась с 52% осенью 2019 года до 20,38% летом 2020 года. Сам же Детский мир имеет устойчивый, развивающийся бизнес. Выручка компании  увеличилась с 97 млрд в 2017 до 128 млрд в 2019 году. Несмотря на несколько месяцев «простоя», связанного с пандемией, Детскому миру удалось нарастить продажи, и поддержать рентабельность бизнеса. Ритейлер ежегодно платит высокие дивиденды. Несмотря на тяжелый 2020 год, руководство решило продолжить практику выплат и доходность за 2019 год составит около 8%.

Что же послужило поводом для продажи АФК своего пакета, мне не ясно. Обычно, поводом для принятия таких решений может служить необходимость в деньгах, закрытие финансовых дыр и погашения непокрытых долгов. Вторым поводом может служить фиксация прибыли в активе. АФК владеет акциями Детского мира с 1996 года. К 2004 году увеличила свой пакет акций до 70,5%. В 2017 году вывела ритейлеры на IPO и привлекла 31,1 млрд рублей. Цена размещения составила 85 рублей. Осенью 2019 года АФК продает часть своего пакета по 91 рублю за акцию, а в июне 2020 года по цене в 93 рубля.

На первый взгляд это невысокие доходности, при условии отсчета с момента первичного размещения на бирже. Если мы берем за основу фиксацию прибыли, то явно АФК Система не видит роста капитализации Детского мира в ближайшей перспективе. Дополнительным фактором служит уход генерального директора Владимира Чирахова, который работал в Детском мире с 2012 года и практически превратил компанию из убыточного предприятия в лидера отрасли с отличными финансовыми и производственными показателями. 

Читайте продолжение и комментируйте на смартлабе:
https://smart-lab.ru/blog/630325.php
#AFKS #DSKY
@smartlabnews"
93|7110|2020-06-26|⚠️ ЧИСТЫЙ УБЫТОК ГРУППЫ ЮТЭЙР ПО МСФО В 2019 ГОДУ СНИЗИЛСЯ В 3,8 РАЗА И СОСТАВИЛ 5,9 МЛРД РУБ - КОМПАНИЯ
94|7109|2020-06-26|"⁣ 
Компания:  Газпром 
Событие:  Решения общих собраний участников (акционеров)
_________

4. О размере дивидендов, сроках и форме их выплаты по итогам работы за 2019 год и установлении даты, на которую определяются лица, имеющие право на получение дивидендов.
4. По четвертому вопросу повестки дня: «О размере дивидендов, сроках и форме их выплаты по итогам работы за 2019 год и установлении даты, на которую определяются лица, имеющие право на получение дивидендов»: 
«Утвердить предложенные Советом директоров ПАО «Газпром» размер, сроки, форму выплаты годовых дивидендов по акциям Общества и дату, на которую определяются лица, имеющие право на получение дивидендов: выплатить годовые дивиденды по результатам деятельности Общества в 2019 году в денежной форме в размере 15,24 рубля на одну обыкновенную акцию ПАО «Газпром» номинальной стоимостью 5 рублей; установить дату, на которую определяются лица, имеющие право на получение дивидендов, – 16 июля 2020 г.; установить дату завершения выплаты дивидендов номинальным держателям и являющимся профессиональными участниками рынка ценных бумаг доверительным управляющим, которые зарегистрированы в реестре акционеров ПАО «Газпром», – 30 июля 2020г.; установить дату завершения выплаты дивидендов другим зарегистрированным в реестре акционеров ПАО «Газпром» лицам – 20 августа 2020 г.».

Листинг: 1"
95|7108|2020-06-26|"12:20: ОАО ""Белон"" Решения общих собраний участников (акционеров)
Контекст:
1. «Прибыль не распределять, не объявлять и не выплачивать дивиденды по результатам отчетного года».

#BLNG #id332 #micex(+) #дивиденды(+)"
96|7107|2020-06-26|"12:04: ПАО ""Газпром"" Решения общих собраний участников (акционеров)
Контекст:
1. «Утвердить предложенные Советом директоров ПАО «Газпром» размер, сроки, форму выплаты годовых дивидендов по акциям Общества и дату, на которую определяются лица, имеющие право на получение дивидендов: выплатить годовые дивиденды по результатам деятельности Общества в 2019 году в денежной форме в размере 15,24 рубля на одну обыкновенную акцию ПАО «Газпром» номинальной стоимостью 5 рублей; установить дату, на которую определяются лица, имеющие право на получение дивидендов, – 16 июля 2020 г.; установить дату завершения выплаты дивидендов номинальным держателям и являющимся профессиональными участниками рынка ценных бумаг доверительным управляющим, которые зарегистрированы в реестре акционеров ПАО «Газпром», – 30 июля 2020г.; установить дату завершения выплаты дивидендов другим зарегистрированным в реестре акционеров ПАО «Газпром» лицам – 20 августа 2020 г.».

#GAZP #id934 #micex(+) #rtsboard #дивиденды(+)"
97|7106|2020-06-26|"#Дивиденды 
⚡️Последний день покупки бумаг для получения дивидендов

▪️26.06.2020 Татнефть АП = 1 ₽ 
Доходность =0.18% (7.2%)

▪️26.06.2020 ГАЗ АП = 5,13 ₽ 
Доходность = 1.54%"
98|7105|2020-06-26|"💥🇷🇺#ставки #россия #банки 
Средняя максимальная ставка по вкладам в топ-10 российских банков  упала до 4,99% = рекорд - ЦБР

#физики все физики на рынки!"
0|7513|2020-07-03|"В Китае раскручивается один из крупнейших в истории скандалов с фальшивым золотом. 

В его центре – крупный китайский производитель ювелирных изделий из золота Wuhan Kingold Jewelry. За последние пять лет эта компания привлекла кредитов и ссуд на общую сумму 20 млрд юаней ($2,8 млрд) под залог золотых слитков общим весом 83 т. Теперь выясняется, что все эти слитки были изготовлены из медного сплава и только сверху покрыты золотом. Остроты ситуации добавляет то, что залоги были застрахованы государственной страховой компанией PICC Property and Casualty.

Если все это правда, хотя сложно поверить, то речь идет не просто о скандале, а крупнейшем коррупционном сговоре в достаточно высоком эшелоне государственных структур Китая. Иначе такое просто невозможно провернуть. И ведь золото реальное куда-то исчезло. Оно не могло превратиться в медные слитки. 

4% золотого запаса Китая – это в относительном отношении не так много. Вряд ли может пошатнуть курс юаня или, тем более, повлиять на ВВП.

Но такой прецедент заставляет задуматься: сколько еще золота в Китае может быть фальшивым? А может быть там еще что-то фальшивое есть? Экономическая статистика, например? Также в связи ситуацией коронавируса, на ум приходят такие мысли, что может быть эти «вирусы» нужны, чтобы скрывать что-то?

Впрочем, это лишь домыслы. Не будем развивать фантазию. Вполне возможно, что вся ситуация – недоразумение. Или представят так, чтобы это выглядело недоразумением.

@bitkogan"
1|7512|2020-07-03|
2|7511|2020-07-03|"Вчера обращал внимание на IPO Accolade (ACCD US) – разработчика платформы, позволяющей работодателям оптимизировать расходы на здравоохранение и облегчить сотрудникам доступ к медицинской помощи. 

Ожидания оправдались. Спрос был очень существенным, цена после начала вторичных торгов взлетела до $37, что на 68% выше цены размещения, которое прошло по $22. 
К вечеру пыл покупателей несколько охладел, и цена опустилась до $27,70, но это по-прежнему на 35% выше той цены, по которой акцию получили инвесторы на IPO.

Теперь значительное число участников размещения – нерезидентов США ждет трехмесячный Lock-up период, когда акцию нельзя будет продать. Однако, уже в ближайшие дни она будет доступна, например, в Interactive Brokers для операций в шорт. 
Таким образом с помощью зеркальной сделки можно будет зафиксировать текущую прибыль на время блокировки. 

О технике этой операции поговорим дополнительно в ближайшее время.

Напомню, что уже на следующей неделе в сервисе BidKogan будет запущен новый портфель, посвященный исключительно IPO американских компаний. Вас ждет абсолютно реальная работа по управлению данной стратегии. Подача заявки, аллокация, прайсинг, хедж – по желанию и т.д. 
Более подробно о том, как можно участвовать клиентам, опишу сегодня чуть позже.

@bitkogan"
3|7510|2020-07-03|
4|7509|2020-07-03|
5|7508|2020-07-03|"Пока мы тут торжественно обнуляемся, победоносно боремся с вирусом, пока в США проходят бурные дебаты о роли России в финансировании талибов, коварным врагом атакована украинская гривна. 

С одной стороны, все понятно: гривна скачет, ибо «кто не скачет, тот сами знаете кто...». 

С другой стороны, небольшая просадка объясняется отставкой главы НацБанка.   

Откровенно говоря, новость не слишком хорошая. Яков Смолий – профессионал, весьма далекий от политики. 

Пока НБУ управляется Екатериной Рожковой. Если бы так случилось, что она и осталась на этом посту, превратившись из ВРИО (временно исполняющая обязанности) в полноценного руководителя НБУ, по всей видимости, гривна оставалась бы стабильной. 

Однако есть опасения, что на роль руководителя НБУ вполне может готовиться политический назначенец. 

И вот тогда прилагаемая карикатура будет не такой уж и смешной.

@bitkogan"
6|7507|2020-07-03|"￼
Наши Думцы – молодцы: решили сделать 1 июля праздничным днём. 

Быстро реагируют. 

Народ ликует. Все, кроме кредитов и долгов, обнулено. Конституция изменена. Счастье прогрессивного человечества – безмерно. 

По моему мнению, Думе не нужно стесняться и в своих законодательных новациях пойти ещё дальше. 

24 июня сделать выходным – в честь Парада. 
12 апреля – узаконить выходной в честь дня космонавтики. Именно космонавты не подкачали, предложив поменять нашу жизнь к лучшему. 

В честь нашей героической борьбы с короновирусом, полагаю, было бы рационально узаконить ежегодный выходной с 1 марта по 1 мая. Разумеется, за счет работодателя. Работникам приятно. Ну а работодатель... он привычный. Выкрутится. 

Для сокращения времени принятия данных законодательных актов, предлагаю принять все изменения пакетом. 
Путем опроса населения.

@bitkogan"
7|7506|2020-07-03|"Такое впечатление, что крупные банки настолько осознали всю важность продолжения «пинания банки» ФРС, что уже начинают легонько подталкивать Резервную систему в нужном направлении. 

Появляются статьи, в красках расписывающие ужастики о том, что будет происходить с мировой экономикой и мировыми рынками в случае, если процесс «пинания банки» не будет долгим и постоянно повторяющимся.  

Они просто не знают старый и добрый анекдот:
- Рабинович, вы свою дочку в итоге замуж выдали?
- Да выдаю все потихоньку.  

А вот ФРС эту песню уже знает более чем хорошо. Уверен на 1000%, что ФРС в настоящий момент (особенно учитывая новый рост заболеваний в мире) готовит новый пакет помощи экономике. 

Если вдруг (в порядке абсолютного бреда) ФРС «забудет» о своей почётной миссии – печатать деньги и продолжать выкупать активы – есть шанс на то, что рынкам будет весьма больно. 

Откровенно говоря, не думаю, что такое произойдет. Впрочем, никогда не говори никогда. Особенно сейчас.

@bitkogan"
8|7505|2020-07-03|"После того, как в Сенате США заявили о нелегитимности российской власти, наша Дума может провести разящий супостатов ответный «ход конем». 

Валентина Терешкова теперь просто обязана предложить проведение еще одного референдума: о нелегитимности Сената США.

@bitkogan"
9|7504|2020-07-02|"Небольшое, но очень информативное, вчерашнее интервью радио ""Спутник"".

@bitkogan"
10|7503|2020-07-02|
11|7502|2020-07-02|"Как возобновление тестовых полетов Boeing 737 MAX может отразиться на акциях российской компании ВСМПО-Ависма (VSMO RX)?

Возможно, позитивные новости по Boeing еще не учтены в текущей цене акций ВСМПО. Напомню: компания является крупнейшим поставщиком титановых комплектующих для Boeing. 

С другой стороны, производство самолетов долго простаивало в связи с известными событиями. Не исключаю, что комплектующих на складах Boeing сейчас хватает с избытком. Но это лишь мое предположение.

Резюмирую. Акции ВСМПО действительно могут быть интересны со спекулятивной точки зрения. Вместе с тем, еще совсем недавно ходили слухи, что производство может быть приостановлено. Оцениваю вероятность данного события как невысокую. Возможно, задумаюсь о покупке.

@bitkogan"
12|7501|2020-07-02|"На текущей неделе интересное IPO проходит на американской бирже NASDAQ. 

Accolade (ACCD US) – разработчик платформы, позволяющей работодателям оптимизировать расходы на здравоохранение и облегчить сотрудникам доступ к медицинской помощи. 
Бизнес компании растет на 40%, а база корпоративных клиентов увеличилась за год в 2,5 раза. 

Что-то мне подсказывает, что по бумаге может быть очень существенный спрос и переподписка в несколько раз. 

Торги начинаются сегодня на бирже NASDAQ.

Компания в рамках IPO рассчитывает привлечь $175 млн. при оценке в $930 млн., разместив 8,75 млн. акций в диапазоне $19-$21. 
Посмотрим, какой будет старт у компании.

Напоминаю, что уже в ближайшее время в нашем сервисе по подписке BidKogan мы запустим новый портфель, новую стратегию, ориентированную исключительно на первичные размещения акций (IPO). Там я буду отслеживать наиболее интересные и перспективные компании, выходящие на биржу и участвовать в первичном размещении. Очень часто такие акции показывают стремительный рост после выхода на вторичные торги.

@bitkogan"
13|7500|2020-07-02|"Цифровой фашизм или прогресс? 

Принял участие в крайне интересной дискуссии, которая состоялась вчера в передаче «Гражданская оборона» на радио Комсомольская Правда. В обсуждении также участвовали интернет-омбудсмен Дмитрий Мариничев и Валерий Фадеев – председатель совета при президенте РФ по развитию гражданского общества и правам человека.

Обсудили состоявшееся вчера голосование, а также все более глубоко проникающие в нашу жизнь эффекты цифровизации общества.

Запись разговора доступна на YouTube канале Bitkogan.

@bitkogan"
14|7499|2020-07-02|"Ищете новый вызов в карьере? Хотите перейти на ступень выше или сменить отрасль?
Тогда у нас есть кое-что для вас:
 
Алена Владимирская, HR-специалист и главный хантер Рунета , используя более чем 50 источников, каждый день вручную отбирает и публикует интереснейшие и даже скрытые вакансии, которых нет на других job-ресурсах, а также крутые стажировки на своем канале ""Вакансии от Алены Владимирской"". 

А еще вы можете задать Алёне любые вопросы о вашей карьере. Например: что делать, если уперся в ""потолок"" и как поднять размер зарплаты? Какие специалисты востребованы после кризиса году и какие навыки нужно прокачать? Алёна отвечает на них бесплатно.  
 
Получайте вакансии, задавайте вопросы и не упускайте новые карьерные возможности."
15|7498|2020-07-02|"Великий Салтыков-Щедрин в своем произведении «Культурные люди» (гл. 1) написал: «Я сидел дома и, по обыкновению, не знал, что с собой делать. Чего-то хотелось: не то конституции, не то севрюжины с хреном, не то кого-нибудь ободрать. Ободрать бы сначала, мелькнуло у меня в голове, ободрать, да и в сторону... А потом, зарекомендовав себя благонамеренным, можно и о конституциях на досуге помечтать».

Эх, дорогой Михаил Евграфович. 
А вы точно про либерала 19 века это написали?

@bitkogan"
